"","Sender_account","Receiver_account","Sender_bank_location","Receiver_bank_location","Is_laundering"
"8334360",7945560033,2248766608,"UK","UK",1
"8335027",1483698958,2487415444,"UK","UK",1
"8335852",7922074390,9924342210,"UK","India",1
"8335956",361478571,3769138055,"UK","Turkey",1
"8337048",7166564846,1652013105,"UK","UK",1
"8337227",5401084157,7218608806,"UK","UK",1
"8338449",5855502721,7278889052,"UK","UK",1
"8338464",7255947810,1307572448,"UK","UK",1
"8339592",3827165346,4650116053,"Turkey","UK",1
"8340224",2047508810,4497771501,"UK","Nigeria",1
"8340456",1939386804,1371008205,"UK","Mexico",1
"8340666",9634559331,8020264563,"UK","UK",1
"8340790",9749980386,533391744,"UK","UK",1
"8341040",1642448421,1142779963,"UK","Morocco",1
"8341244",2488893433,57359957,"UK","UK",1
"8341420",1940562033,854579910,"UK","UK",1
"8341946",7218608806,915996604,"UK","UK",1
"8342765",8671495548,4597902876,"UK","UK",1
"8344572",2085980520,13527377,"USA","UK",1
"8345934",7255947810,7996222582,"UK","UK",1
"8346166",4777404343,3032408782,"UK","Spain",1
"8346963",4621207835,6726922016,"UK","UK",1
"8347902",2085980520,9654514478,"USA","UK",1
"8348357",2657479238,6058500089,"UK","Turkey",1
"8349458",4735340495,3366423085,"UK","Morocco",1
"8349918",4777404343,4786282128,"UK","Morocco",1
"8350747",9393737863,8767556326,"UK","UK",1
"8351249",9285172899,6957298137,"UK","UK",1
"8351287",1703644108,7278772122,"UK","Nigeria",1
"8351929",3672205643,2345224110,"UK","UK",1
"8352433",361478571,6283627646,"UK","Mexico",1
"8354702",3082045053,1703644108,"UK","UK",1
"8355459",9285172899,6957298137,"UK","UK",1
"8356709",182554113,3228662721,"UK","UK",1
"8356767",1878235609,2987279234,"UK","UK",1
"8357148",4248778605,3462866043,"UK","UK",1
"8357671",9330449479,1407059664,"UK","UK",1
"8359694",2085980520,7996222582,"USA","UK",1
"8360966",9593855252,6582275961,"UK","UK",1
"8362159",5901930134,5214019804,"UK","UK",1
"8362213",7218608806,4636306668,"UK","Pakistan",1
"8362304",9285172899,6957298137,"UK","UK",1
"8362875",7255947810,9654514478,"UK","UK",1
"8363002",5901930134,3400971375,"UK","UK",1
"8363778",4207346327,6774418588,"UK","UK",1
"8364177",2055549144,2311552997,"UK","Netherlands",1
"8366611",1639700944,2741199142,"UK","Pakistan",1
"8369323",1940562033,854579910,"UK","UK",1
"8370634",5053522941,6985374793,"UK","UK",1
"8371957",5425608876,9289662479,"UK","UK",1
"8373088",3471129395,9101431692,"UK","Pakistan",1
"8374575",4972689673,7218608806,"UK","UK",1
"8377158",4295478764,2987279234,"UK","UK",1
"8378110",6448376595,2487415444,"UK","UK",1
"8378111",4610869511,4349270455,"UK","UAE",1
"8379789",9285172899,6957298137,"UK","UK",1
"8381328",5626113662,3770025609,"UK","UK",1
"8381932",5210445359,1142779963,"UK","Morocco",1
"8381991",3203488352,4650116053,"UK","UK",1
"8384773",5474532275,4497771501,"UK","Nigeria",1
"8385372",2851542478,4597902876,"UK","UK",1
"8385589",279545522,258433971,"UK","UK",1
"8386884",6223365730,7805835738,"UK","UK",1
"8387061",6282299766,8767556326,"UK","UK",1
"8387431",2683874596,3391815819,"UK","UK",1
"8388215",2063806473,3366423085,"UK","Morocco",1
"8389013",3701625257,9289662479,"UK","UK",1
"8391300",9593855252,6582275961,"UK","UK",1
"8392060",1355240562,2981563012,"UK","Austria",1
"8392566",6820054527,2428299886,"UK","Austria",1
"8392750",9964024508,2487415444,"UK","UK",1
"8393418",5708403349,8587190699,"UK","UK",1
"8393718",6615382865,5336032152,"UK","Turkey",1
"8394177",2085980520,4057216325,"USA","UK",1
"8394383",3469749065,6872985063,"UK","UK",1
"8394554",7922074390,961748921,"UK","Nigeria",1
"8395020",4248778605,9357270535,"UK","UK",1
"8395053",4248778605,5849090296,"UK","UK",1
"8395097",4909203707,2248766608,"UK","UK",1
"8395796",1006504599,3366423085,"Switzerland","Morocco",1
"8397379",982500943,5708403349,"UK","UK",1
"8398590",9285172899,6957298137,"UK","UK",1
"8400620",1639700944,7375083888,"UK","UK",1
"8400833",135905855,6629224563,"UK","UK",1
"8401437",1940562033,854579910,"UK","UK",1
"8402376",7922074390,9272652425,"UK","Morocco",1
"8402660",9285172899,6957298137,"UK","UK",1
"8402893",2972056889,5534373873,"UK","UK",1
"8404715",7922074390,4253741458,"UK","USA",1
"8406703",2345224110,1924360676,"UK","UK",1
"8406786",5721256391,9855632427,"UK","Albania",1
"8406810",5460360634,5117416536,"UK","UAE",1
"8406959",2437789470,1142779963,"UK","Morocco",1
"8407447",3251134327,2311552997,"UK","Netherlands",1
"8409111",4610869511,4349270455,"UK","UAE",1
"8409725",8157043578,4617865260,"UK","Turkey",1
"8409802",9385569968,4650116053,"UK","UK",1
"8410486",7176406535,4497771501,"UK","Nigeria",1
"8410490",8621750046,3770025609,"UK","UK",1
"8413130",6726922016,9204655393,"UK","Morocco",1
"8413447",7255947810,13527377,"UK","UK",1
"8413460",1371008205,4960366419,"Mexico","UK",1
"8414149",1588657241,7350571765,"UK","UK",1
"8415542",8535122087,861520011,"UK","UAE",1
"8416798",9619111484,9101431692,"UK","Pakistan",1
"8417203",2085980520,1307572448,"USA","UK",1
"8419448",4119178927,5336032152,"UK","Turkey",1
"8419452",6629224563,526001958,"UK","Austria",1
"8420428",9285172899,6957298137,"UK","UK",1
"8420905",1940562033,854579910,"UK","UK",1
"8420942",5070041310,7350571765,"Japan","UK",1
"8423094",5901930134,4460635863,"UK","Austria",1
"8424138",4165469029,812023082,"UK","UK",1
"8425544",6282299766,8768131086,"UK","Nigeria",1
"8426287",3281021274,340221223,"Germany","UK",1
"8428450",315971042,4497771501,"UK","Nigeria",1
"8429418",5605034116,1142779963,"UK","Morocco",1
"8429793",5626578391,3366423085,"UK","Morocco",1
"8429878",7056266274,9110342101,"UK","UK",1
"8431424",3187084517,8846937355,"UK","UK",1
"8433254",4610869511,4349270455,"UK","UAE",1
"8433593",3597081089,6985374793,"UK","UK",1
"8434160",4610869511,4349270455,"UK","UAE",1
"8434841",9593855252,6582275961,"UK","UK",1
"8435058",8394329540,5334788886,"UK","UK",1
"8435296",8004589344,2026324639,"UK","UK",1
"8436737",6872985063,4025736835,"UK","Pakistan",1
"8437291",3895306575,4810948357,"UK","UK",1
"8438106",9778862060,9101431692,"UK","Pakistan",1
"8439924",7255947810,4057216325,"UK","UK",1
"8440238",2889189751,2987279234,"India","UK",1
"8440544",5901930134,1706317223,"UK","UK",1
"8441403",5349794460,3770025609,"Japan","UK",1
"8442096",7056266274,36791025,"UK","UK",1
"8442805",4960366419,5973575560,"UK","UK",1
"8443994",9285172899,6957298137,"UK","UK",1
"8444186",1323947346,2311552997,"UK","Netherlands",1
"8444636",9476014230,3723283502,"UK","UK",1
"8445890",406843538,6629224563,"UK","UK",1
"8446749",3430018941,4597902876,"UK","UK",1
"8448104",8573387520,2987279234,"Austria","UK",1
"8448987",561358872,9370448552,"UK","UK",1
"8449728",2972056889,3462866043,"UK","UK",1
"8450038",9231050134,9527260668,"UK","UK",1
"8450261",3895306575,4810948357,"UK","UK",1
"8450317",3187084517,8846937355,"UK","UK",1
"8450578",9010760530,1652198392,"UK","UK",1
"8450758",1355240562,8500944642,"UK","Pakistan",1
"8451728",8394329540,5334788886,"UK","UK",1
"8452410",4165469029,812023082,"UK","UK",1
"8453278",2395628356,4497771501,"UK","Nigeria",1
"8453510",3053114958,2311552997,"UK","Netherlands",1
"8454461",3720919527,3770025609,"USA","UK",1
"8454745",5973575560,8428712671,"UK","UK",1
"8455986",4210062752,9086573076,"Nigeria","UK",1
"8456136",9593855252,6582275961,"UK","UK",1
"8458262",1940562033,854579910,"UK","UK",1
"8458839",4610869511,4349270455,"UK","UAE",1
"8460294",9795811589,4597902876,"UK","UK",1
"8460732",9593855252,6582275961,"UK","UK",1
"8462030",8004589344,2026324639,"UK","UK",1
"8462495",1726639525,1142779963,"UK","Morocco",1
"8465340",6629224563,5579004828,"UK","Spain",1
"8465955",4289811717,9101431692,"Netherlands","Pakistan",1
"8468479",2252743283,5336032152,"UK","Turkey",1
"8468573",9045443810,4617865260,"UK","Turkey",1
"8469739",5460360634,6721269276,"UK","Morocco",1
"8473162",5434986290,7350571765,"UK","UK",1
"8474036",5052020958,7789931032,"UK","UK",1
"8475847",1940562033,854579910,"UK","UK",1
"8476767",8428712671,8268684597,"UK","UK",1
"8476849",9393737863,8768131086,"UK","Nigeria",1
"8477392",5994298151,1795745487,"UK","UK",1
"8477719",8394329540,5334788886,"UK","UK",1
"8477843",4165469029,812023082,"UK","UK",1
"8478017",6774418588,1775553487,"UK","Austria",1
"8478504",1733075086,1973005435,"UK","Italy",1
"8479465",9476014230,1572900902,"UK","UK",1
"8481907",2241430334,4597902876,"UK","UK",1
"8482242",6072016962,1111368692,"UK","UK",1
"8482395",5835943032,9370448552,"UK","UK",1
"8482914",3281021274,125653693,"Germany","UK",1
"8483460",2813211615,9101431692,"UK","Pakistan",1
"8483549",1111368692,1023841023,"UK","Germany",1
"8483967",8394329540,5334788886,"UK","UK",1
"8484143",9593855252,6582275961,"UK","UK",1
"8484510",9188654195,2311552997,"UK","Netherlands",1
"8486317",5721256391,566452834,"UK","USA",1
"8487846",3895306575,4810948357,"UK","UK",1
"8488145",9743298596,4439492392,"UK","UK",1
"8490140",8004589344,2026324639,"UK","UK",1
"8491341",8373176552,9370448552,"UK","UK",1
"8492196",9994647302,5336032152,"UK","Turkey",1
"8492286",1875124689,1142779963,"UK","Morocco",1
"8493191",7056266274,4361332596,"UK","UK",1
"8493589",1956524729,1973005435,"UK","Italy",1
"8495433",9010760530,1652198392,"UK","UK",1
"8495593",4646931192,6985374793,"UK","UK",1
"8496003",1132163576,4617865260,"UK","Turkey",1
"8496314",9086573076,7146608814,"UK","UK",1
"8496741",445408931,3366423085,"UK","Morocco",1
"8499202",8535122087,2632380302,"UK","Albania",1
"8500151",5901930134,4784346989,"UK","India",1
"8501019",6820054527,6342192635,"UK","UK",1
"8501797",4610869511,4349270455,"UK","UAE",1
"8503148",3790598402,7350571765,"UK","UK",1
"8503207",598102639,8131228129,"India","Nigeria",1
"8504062",1953523073,2987279234,"UK","UK",1
"8504768",5381976388,9101431692,"UK","Pakistan",1
"8505763",5901930134,3742226839,"UK","Netherlands",1
"8506325",7241171763,9370448552,"UK","UK",1
"8507271",9593855252,6582275961,"UK","UK",1
"8507615",1889589489,7544837430,"UK","Spain",1
"8509834",4159182866,9803000350,"UK","UK",1
"8510602",4165469029,812023082,"UK","UK",1
"8510802",9268260123,1142779963,"Morocco","Morocco",1
"8511839",7839219428,7350571765,"UK","UK",1
"8512111",7180753634,8288822797,"UK","UK",1
"8513387",5721256391,6880745207,"UK","UK",1
"8513849",223590968,1651325879,"UK","UK",1
"8514893",6102829548,7738120453,"UK","UK",1
"8514979",7738120453,1752194196,"UK","Nigeria",1
"8514994",5721256391,8538137481,"UK","UK",1
"8516700",8004589344,2026324639,"UK","UK",1
"8519265",9010760530,1652198392,"UK","UK",1
"8521103",4992939913,4650116053,"UK","UK",1
"8521616",8394329540,5334788886,"UK","UK",1
"8522897",4626471656,8288822797,"UAE","UK",1
"8523248",4349889566,9101431692,"UK","Pakistan",1
"8525093",958394302,5725385692,"UK","UK",1
"8529775",1889589489,804584698,"UK","UK",1
"8529972",5460360634,9530582772,"UK","Albania",1
"8531610",5926664533,6342192635,"UK","UK",1
"8532010",431305482,5336032152,"UK","Turkey",1
"8533263",4508408648,4617865260,"UK","Turkey",1
"8533530",3631044821,2987279234,"UK","UK",1
"8533656",3869674482,9279066843,"UK","France",1
"8533730",100117170,2311552997,"UK","Netherlands",1
"8534070",9678311627,4604350890,"UK","UK",1
"8534655",4371296479,1489948103,"UK","UK",1
"8536323",5721256391,9043937507,"UK","UK",1
"8536371",7146608814,5042332068,"UK","UK",1
"8537895",1590436113,8131228129,"UK","Nigeria",1
"8538679",8535122087,1401202903,"UK","Morocco",1
"8538762",198100506,7350571765,"UK","UK",1
"8540660",391301170,1777696361,"UK","Nigeria",1
"8540733",1214697786,1079715613,"UAE","UK",1
"8540884",9010760530,1652198392,"UK","UK",1
"8541799",5299003439,4465528071,"UK","UK",1
"8542712",5042332068,1776829912,"UK","UK",1
"8544161",791929863,9101431692,"UK","Pakistan",1
"8544528",1889589489,7974624321,"UK","UK",1
"8544650",3196902780,1973005435,"UK","Italy",1
"8547852",5204896113,6985374793,"UK","UK",1
"8547974",3895306575,4810948357,"UK","UK",1
"8547993",1355240562,2409627284,"UK","Austria",1
"8549089",7056266274,3625310304,"UK","UK",1
"8550353",1307572448,413046602,"UK","UK",1
"8550429",8394329540,5334788886,"UK","UK",1
"8551372",5069673981,2987279234,"UK","UK",1
"8552224",6070936942,3366423085,"UK","Morocco",1
"8552910",9279066843,8433228196,"France","France",1
"8552981",2181923623,5336032152,"UK","Turkey",1
"8553107",8004589344,2026324639,"UK","UK",1
"8554857",9678311627,4604350890,"UK","UK",1
"8555230",9476014230,2505201213,"UK","UK",1
"8555899",4825486588,7227983644,"Netherlands","UK",1
"8555962",4695236160,9370448552,"UK","UK",1
"8555992",4248778605,1398933270,"UK","UK",1
"8556422",5926664533,2428299886,"UK","Austria",1
"8557258",8722719854,348344839,"UK","UK",1
"8557556",958394302,5725385692,"UK","UK",1
"8558019",878458259,4485264804,"UK","UK",1
"8558039",7056266274,2002698422,"UK","UK",1
"8558805",5460360634,2586788977,"UK","Albania",1
"8559384",2345224110,7476446278,"UK","UK",1
"8559872",2973452050,1813079910,"UK","UK",1
"8562163",696976851,4617865260,"UK","Turkey",1
"8562621",1889589489,4990663893,"UK","UK",1
"8563222",8035785688,2311552997,"UK","Netherlands",1
"8563528",1651325879,5965906297,"UK","Turkey",1
"8563955",4121324384,1630227373,"UK","UK",1
"8566946",6708351794,4650116053,"UK","UK",1
"8567283",796902443,4617865260,"UK","Turkey",1
"8568010",958394302,5725385692,"UK","UK",1
"8569126",1813079910,7925254892,"UK","UK",1
"8570404",2489622249,6985374793,"UK","UK",1
"8571392",7406151965,2311552997,"UK","Netherlands",1
"8571671",4121324384,1630227373,"UK","UK",1
"8572087",2129866010,7350571765,"UK","UK",1
"8574556",1776829912,8550467390,"UK","UK",1
"8576055",8069625420,2987279234,"UK","UK",1
"8576351",3109316249,8288822797,"UK","UK",1
"8579148",8535122087,7383065557,"UK","Nigeria",1
"8579591",5721256391,7883785215,"UK","UK",1
"8580783",7189170770,2420393246,"UK","UK",1
"8583411",2640160670,5336032152,"Nigeria","Turkey",1
"8583496",9743298596,9825451091,"UK","UK",1
"8583781",9094861922,1079715613,"UK","UK",1
"8583820",2312005653,1924360676,"UK","UK",1
"8584315",6774418588,9609741844,"UK","UK",1
"8586795",7227983644,9745107229,"UK","UK",1
"8591392",5300438318,9370448552,"UK","UK",1
"8591535",9678311627,4604350890,"UK","UK",1
"8591764",9803000350,9909767347,"UK","UAE",1
"8591913",2472951883,9101431692,"UK","Pakistan",1
"8594244",5721256391,8944627667,"UK","UK",1
"8594759",2312005653,7476446278,"UK","UK",1
"8595206",4465528071,7259434286,"UK","Austria",1
"8595572",9745107229,2893144676,"UK","UK",1
"8597415",8268684597,4708818879,"UK","UK",1
"8597449",9010150400,7350571765,"UK","UK",1
"8597557",5721256391,6109755574,"UK","UK",1
"8602549",8433228196,7411255225,"France","USA",1
"8603456",4060925830,3839796955,"UK","UK",1
"8604075",3287543980,8131228129,"UK","Nigeria",1
"8604931",958394302,5725385692,"UK","UK",1
"8605125",8550467390,897605655,"UK","UK",1
"8605843",5671030866,2952188352,"UK","UK",1
"8606220",2961400457,9370448552,"UK","UK",1
"8610399",5721256391,4076904527,"UK","Morocco",1
"8610422",6474014934,8225742576,"UK","UK",1
"8610423",6150248680,7407151657,"UK","UK",1
"8610508",9678311627,4604350890,"UK","UK",1
"8611159",5884229536,4650116053,"UK","UK",1
"8611607",1559843919,6985374793,"UK","UK",1
"8612635",1974677286,4617865260,"UK","Turkey",1
"8613545",5742417996,3366423085,"UK","Morocco",1
"8613997",9144780564,5336032152,"UK","Turkey",1
"8614598",3839796955,5766736071,"UK","Albania",1
"8617300",2972056889,5849090296,"UK","UK",1
"8618221",1179940769,2987279234,"UK","UK",1
"8618715",2420393246,8924697177,"UK","Pakistan",1
"8619209",6547757777,6789925766,"UK","UK",1
"8620612",125653693,860963434,"UK","UK",1
"8621136",1919197224,6985374793,"UK","UK",1
"8622019",3895306575,4810948357,"UK","UK",1
"8622908",5627845077,7789931032,"UK","UK",1
"8624277",2723802415,7743528326,"UK","UK",1
"8624363",3901952331,5336032152,"UK","Turkey",1
"8624377",2893144676,9989227970,"UK","Mexico",1
"8624515",8394329540,5334788886,"UK","UK",1
"8626031",958394302,5725385692,"UK","UK",1
"8626368",2952188352,4633250535,"UK","Austria",1
"8626381",3760146245,8839665857,"UK","Albania",1
"8628942",9420094278,7715939526,"UK","UK",1
"8629196",1205324863,4650116053,"UK","UK",1
"8631420",9156354051,768569965,"UK","UAE",1
"8631953",4121324384,1630227373,"UK","UK",1
"8632344",9678311627,4604350890,"UK","UK",1
"8632537",8004589344,2026324639,"UK","UK",1
"8632717",774706849,4627099539,"UK","UK",1
"8632731",2549148517,8225742576,"UK","UK",1
"8634637",1355240562,7872414458,"UK","Nigeria",1
"8636264",1355240562,3810315677,"UK","Turkey",1
"8637080",6268199036,2987279234,"UK","UK",1
"8637402",2089738576,2892342536,"UK","UK",1
"8638249",8357172174,8131228129,"UK","Nigeria",1
"8639866",1889589489,5353191551,"UK","UK",1
"8640058",7321329915,7350571765,"UK","UK",1
"8640178",6342192635,1309613075,"UK","UK",1
"8640759",897605655,7477796894,"UK","UK",1
"8641398",1889589489,9428240734,"UK","UK",1
"8643046",4248778605,548667984,"UK","UK",1
"8644252",8535122087,6660179378,"UK","Nigeria",1
"8644432",2723802415,5691970911,"UK","UK",1
"8645088",5311881377,1079715613,"UK","UK",1
"8647188",2307635571,3088736305,"UK","UK",1
"8647369",2307635571,9075353483,"UK","UK",1
"8647677",4218068221,7350571765,"UK","UK",1
"8649459",5460360634,1642202791,"UK","Turkey",1
"8649555",9156354051,7723491082,"UK","UK",1
"8652737",3895306575,4810948357,"UK","UK",1
"8652881",5460360634,103430982,"UK","Turkey",1
"8652920",5634715062,9575514710,"UK","UK",1
"8652940",4772294300,5634715062,"UK","UK",1
"8657299",4439492392,7689569105,"UK","UK",1
"8657741",2089738576,8580576895,"UK","UK",1
"8657975",8193184390,2017688265,"UK","Netherlands",1
"8659001",9010760530,1652198392,"UK","UK",1
"8661138",9420094278,1502340595,"UK","UK",1
"8663294",9289662479,9151817334,"UK","UK",1
"8664241",4057216325,9249308806,"UK","UK",1
"8664830",7411255225,5940903135,"USA","UK",1
"8666910",340221223,3474858589,"UK","UK",1
"8667019",5721256391,1392410329,"UK","UK",1
"8668792",6789925766,8341250631,"UK","Nigeria",1
"8669009",7477796894,1174534485,"UK","UK",1
"8669043",5633649653,445337741,"UK","UK",1
"8669840",2466462258,8193184390,"UK","UK",1
"8670547",9878704767,8225742576,"UK","UK",1
"8673504",8459552538,8131228129,"UK","Nigeria",1
"8674113",9836012215,8225742576,"UK","UK",1
"8674213",9989227970,5960095204,"Mexico","Japan",1
"8674769",2307635571,4396280540,"UK","UK",1
"8675972",1998058142,476800554,"UK","UK",1
"8676953",5960095204,8545621935,"Japan","UK",1
"8681615",8515286232,2533277668,"UK","UK",1
"8682112",476800554,3580186743,"UK","Morocco",1
"8685558",125653693,8403703650,"UK","UK",1
"8685875",9010889039,1021972,"UK","UK",1
"8688135",4361332596,1286212819,"UK","UK",1
"8689615",2723802415,748722560,"UK","USA",1
"8691204",3895306575,4810948357,"UK","UK",1
"8691903",9289662479,590026028,"UK","India",1
"8693053",1174534485,3533938001,"UK","UK",1
"8694959",9127559068,5094201384,"UK","UK",1
"8695654",2505201213,9426668198,"UK","Pakistan",1
"8696037",4057216325,572514864,"UK","UK",1
"8697459",4121324384,1630227373,"UK","UK",1
"8698060",2701240497,7789931032,"UK","UK",1
"8700810",9710158985,5108529656,"UK","UK",1
"8702298",9110342101,1286212819,"UK","UK",1
"8702449",1572900902,2760500778,"UK","India",1
"8702817",1289072017,2477514279,"UK","UK",1
"8703557",8207325856,8131228129,"UK","Nigeria",1
"8703598",6820821346,6228181861,"UK","UK",1
"8704278",9876747388,7789931032,"UK","UK",1
"8705106",2477514279,3838392449,"UK","Mexico",1
"8705907",5940903135,3885112922,"UK","UK",1
